Diet_type,Cuisine_type,Protein(g),Carbs(g),Fat(g),Cluster
british,mediterranean,93.42,234.27,27.0,8
british,mediterranean,46.67,190.01,22.489999999999995,8
british,mediterranean,151.81,210.45,101.45,8
british,mediterranean,127.37,29.930000000000007,68.81,8
british,mediterranean,17.150000000000006,86.23,32.709999999999994,8
british,mediterranean,33.99,131.08,29.47,8
british,mediterranean,102.72,23.97,53.769999999999996,8
british,french,55.71,240.03,247.15999999999997,6
british,mediterranean,1.7099999999999937,13.789999999999992,55.00000000000001,8
british,mediterranean,125.54,130.24,35.92999999999999,8
british,mediterranean,81.25,202.44,55.02,8
british,mediterranean,35.57999999999999,137.71,52.42,8
british,mediterranean,40.33,86.13,97.19,8
british,mediterranean,42.01,39.21000000000002,164.32,8
british,mediterranean,4.25,26.14,56.76,8
british,mediterranean,157.78,366.84000000000003,513.94,7
british,mediterranean,20.930000000000007,56.58999999999999,44.63000000000001,8
british,mediterranean,98.45,287.54,127.43,8
british,mediterranean,52.13,142.15,53.65,8
british,italian,54.64,29.97,84.16,6
british,mediterranean,69.35,269.75,55.580000000000005,8
british,mediterranean,216.92,699.9299999999998,171.56,7
british,mediterranean,135.14,57.150000000000006,208.01,8
british,mediterranean,130.29,669.5699999999999,27.17,8
british,mediterranean,4.170000000000002,19.129999999999995,31.409999999999997,8
british,mediterranean,27.65,69.18,64.67,8
british,mediterranean,78.17,338.55,51.33,8
british,italian,99.42,287.03,81.28,6
british,mediterranean,42.82,186.66,112.92,8
british,mediterranean,66.87,236.67,25.590000000000003,8
british,mediterranean,29.18999999999999,178.41,51.61,8
british,mediterranean,24.689999999999998,72.29,104.29,8
british,mediterranean,30.299999999999997,98.91999999999999,60.28,8
british,mediterranean,48.32,6.0,44.39999999999999,8
british,mediterranean,234.6,526.92,216.68,7
british,american,106.31,126.39,55.60999999999999,0
british,asian,83.38,214.44,56.91,0
british,mediterranean,64.66,287.97,70.56,8
british,mediterranean,190.26,202.28,98.83,8
british,mediterranean,130.73,12.47999999999999,33.59,8
british,mediterranean,24.04,176.53,83.77,8
british,mediterranean,38.29,32.829999999999984,50.66,8
british,mediterranean,42.19,232.08,74.11,8
british,mediterranean,56.91,64.23,217.7,8
british,mediterranean,31.510000000000012,63.05,88.72,8
british,mediterranean,47.42,153.25,146.6,8
british,mediterranean,86.94,17.120000000000005,97.85,8
british,mediterranean,112.21,199.81,121.64,8
british,mediterranean,76.68,104.36,49.95,8
british,mediterranean,52.19,286.24,77.77,8
british,mexican,122.02,292.21,123.83,8
british,mediterranean,74.7,256.95,142.49,8
british,mediterranean,17.060000000000002,48.92,39.44,8
british,mediterranean,43.86,127.06,33.67999999999999,8
british,mediterranean,6.840000000000003,30.439999999999998,12.969999999999999,8
british,italian,370.85,86.18,160.17,3
british,mediterranean,20.33,164.14,55.36,8
british,nordic,76.28,24.090000000000003,48.760000000000005,2
british,mediterranean,38.39,113.01,40.39999999999999,8
british,mediterranean,96.39,126.2,90.21,8
british,mediterranean,120.5,94.66,126.0,8
british,mediterranean,207.97,77.55,52.58,8
british,mediterranean,100.07,36.49000000000002,52.769999999999996,8
british,mediterranean,80.75,244.13,68.82,8
british,mediterranean,25.25,15.490000000000009,80.5,8
british,mediterranean,32.81,191.19,45.05,8
british,mediterranean,15.460000000000008,41.16000000000001,55.97999999999999,8
british,mediterranean,62.45,53.28,75.4,8
british,mediterranean,41.47,81.91,45.07000000000001,8
british,mediterranean,23.25,72.91,8.86,8
british,mediterranean,74.04,250.84999999999997,236.13,8
british,mediterranean,163.5,37.93000000000001,100.69,8
british,mediterranean,18.89,27.14999999999999,37.67,8
british,mediterranean,145.21,124.45,38.28,8
british,mediterranean,74.67,82.62,151.94,8
british,mediterranean,17.620000000000005,88.33,32.769999999999996,8
british,mediterranean,63.35,234.24,79.27,8
british,mediterranean,67.0,39.78999999999999,50.55,8
british,mediterranean,103.28,5.780000000000001,84.19,8
british,mediterranean,56.25,178.12,54.63000000000001,8
british,american,100.48,6.75,91.45,0
british,italian,189.16,525.3,209.89,6
british,mediterranean,12.239999999999995,9.379999999999995,23.700000000000003,8
british,mediterranean,52.33,138.3,45.16,8
british,mediterranean,97.52,240.29,96.66,8
british,mediterranean,114.37,43.53,71.47,8
british,mediterranean,60.72,219.69,105.97,8
british,mediterranean,188.35,255.65000000000003,139.76,8
british,nordic,79.51,28.189999999999998,61.12,2
british,french,40.47,72.77,65.54,6
british,mediterranean,5.609999999999999,27.400000000000006,28.189999999999998,8
british,mediterranean,23.21,87.56,22.260000000000005,8
british,mediterranean,49.3,170.85,66.13,8
british,mediterranean,121.19,182.23,65.25,8
british,mediterranean,73.14,123.49,68.58,8
british,mediterranean,5.480000000000004,24.72,23.64999999999999,8
british,french,102.08,279.38,265.32,6
british,mediterranean,130.01,325.07,130.98,8
british,mediterranean,58.35000000000001,50.85000000000001,60.53,8
british,mediterranean,22.439999999999998,74.32,37.82000000000001,8
british,mediterranean,242.28,653.67,38.42999999999999,7
british,mediterranean,353.38,106.35,293.06,7
british,american,214.74,22.189999999999998,155.9,0
british,mediterranean,48.24,24.789999999999992,44.95,8
british,american,33.75,147.86,66.38,0
british,mediterranean,105.76,301.74,69.35,8
british,mediterranean,18.120000000000005,34.75,12.269999999999996,8
british,mediterranean,103.02,75.06,46.85000000000001,8
british,mediterranean,20.6,51.31000000000002,7.769999999999996,8
british,mediterranean,109.33,95.01999999999998,78.61,8
british,mediterranean,122.99,103.28,369.35,7
british,mediterranean,140.34,345.98,258.55,7
british,mediterranean,44.48,220.77,62.48,8
british,mediterranean,124.75,104.39,128.97,8
british,mediterranean,224.93,67.17,271.27,7
british,mediterranean,74.84,383.19,138.89,8
british,mediterranean,26.28,132.87,72.74,8
british,mediterranean,139.88,281.21,147.63,8
british,mediterranean,87.83,144.25,40.019999999999996,8
british,italian,109.51,146.24,109.73,6
british,mediterranean,37.22,5.639999999999986,59.98,8
british,mediterranean,65.73,50.0,89.07,8
british,mediterranean,151.49,92.26,50.03,8
british,mediterranean,0.4399999999999977,3.0999999999999943,1.1599999999999966,8
british,mediterranean,59.4,175.16,88.37,8
british,mediterranean,27.409999999999997,72.07,63.71,8
british,mediterranean,152.48,343.1600000000001,257.39,7
british,mediterranean,217.5,192.13,79.72,8
british,mediterranean,9.760000000000005,135.61,28.189999999999998,8
british,mediterranean,48.27,202.1,44.22,8
british,nordic,193.03,49.31,139.65,2
british,mediterranean,15.329999999999998,15.120000000000005,92.69,8
british,mediterranean,69.04,17.28,51.60000000000001,8
british,mediterranean,56.32,231.83,11.150000000000006,8
british,mediterranean,98.41,386.62,115.44,8
british,mediterranean,187.83,14.669999999999987,197.64,8
british,american,132.14,300.03,100.99,0
british,mediterranean,19.36,189.03,56.95,8
british,american,4.030000000000001,21.75999999999999,0.8400000000000034,0
british,mediterranean,12.769999999999996,39.650000000000006,29.209999999999994,8
british,mediterranean,27.53,257.47,9.549999999999997,8
british,mediterranean,86.38,95.3,40.58,8
british,american,19.36,34.69,100.56,0
british,mediterranean,40.79,48.42,81.02,8
british,mediterranean,35.480000000000004,181.53,21.60000000000001,8
british,mediterranean,32.33,89.86,44.19,8
british,mediterranean,150.88,434.7,133.59,8
british,mediterranean,84.44,215.58,96.75,8
british,mediterranean,71.54,236.41,77.58,8
british,italian,141.2,146.67,184.09,6
british,mediterranean,32.05,147.24,37.25,8
british,mediterranean,138.74,133.68,129.21,8
british,italian,42.1,172.33,30.480000000000004,6
british,mediterranean,44.45,28.540000000000006,32.95,8
british,mediterranean,36.01,136.89,28.950000000000003,8
british,mediterranean,96.09,186.19,158.95,8
british,mediterranean,59.07,354.42,83.53,8
british,mediterranean,135.61,452.17,22.439999999999998,8
british,mediterranean,164.19,40.56999999999999,135.96,8
british,mediterranean,48.49,210.31,40.92,8
british,mediterranean,71.99,324.78,195.05,8
british,italian,37.43999999999999,93.87,54.63000000000001,6
british,american,43.98,84.11,53.599999999999994,0
british,mediterranean,223.24,108.67,214.68,7
british,mediterranean,35.5,137.02,52.39,8
british,mediterranean,264.03,116.86,112.5,7
british,mediterranean,88.45,159.05,41.17,8
british,mediterranean,98.55,20.629999999999995,103.39,8
british,mediterranean,365.34,489.82,232.64,7
british,mediterranean,13.989999999999995,106.7,31.260000000000005,8
british,mediterranean,119.84,91.82,172.78,8
british,mediterranean,27.22,97.18,9.989999999999995,8
british,mediterranean,24.840000000000003,52.46000000000001,198.55,8
british,mediterranean,36.650000000000006,119.52,90.97,8
british,mediterranean,97.35,155.86,52.33,8
british,mediterranean,61.22,207.0,133.96,8
british,mediterranean,97.71,29.559999999999988,33.95,8
british,mediterranean,27.549999999999997,151.75,75.31,8
british,italian,98.21,362.25,126.16,6
british,italian,396.48,370.46,589.02,7
british,mediterranean,83.63,96.73,105.44,8
british,mediterranean,118.0,302.32,68.15,8
british,mediterranean,154.81,64.44,131.11,8
british,italian,90.49,185.8,124.37,6
british,mediterranean,55.43,15.400000000000006,115.03,8
british,mediterranean,284.78,69.32,97.59,7
british,mediterranean,139.66,40.31,79.24,8
british,mediterranean,100.94,320.71,125.91,8
british,mediterranean,12.89,46.06,8.400000000000006,8
british,mediterranean,68.58,128.32,100.43,8
british,mediterranean,50.44,159.69,71.5,8
british,mediterranean,40.83,286.82,125.46,8
british,mediterranean,251.35,38.079999999999984,124.93,8
british,nordic,141.28,12.849999999999994,92.73,2
british,french,87.39,44.94,36.230000000000004,6
british,mediterranean,17.519999999999996,57.97,53.3,8
british,mediterranean,79.89,78.38,9.030000000000001,8
british,mediterranean,89.25,383.59000000000003,155.75,8
british,mediterranean,29.4,57.93000000000001,33.60000000000001,8
british,mediterranean,29.81000000000001,83.7,54.1,8
british,mediterranean,136.69,462.72,44.88000000000001,8
british,mediterranean,36.0,172.28,16.760000000000005,8
british,mediterranean,126.34,39.97999999999999,77.67,8
british,mediterranean,24.86,143.12,30.540000000000006,8
british,mediterranean,163.61,444.26,73.31,8
british,mediterranean,158.27,40.28999999999999,100.87,8
british,mediterranean,55.08,154.39,92.82,8
british,mediterranean,24.629999999999995,55.06,64.83,8
british,mediterranean,135.14,57.150000000000006,208.01,8
british,mediterranean,112.07,36.37000000000002,43.39,8
british,italian,140.19,229.04,88.4,6
british,mediterranean,85.26,372.5799999999999,115.38,8
british,mediterranean,19.89,74.99,37.22,8
british,mediterranean,56.25999999999999,84.68,85.02,8
british,french,18.659999999999997,147.52,107.98,6
british,mediterranean,38.62,136.32,88.22,8
british,mediterranean,40.07,137.12,41.06,8
british,italian,73.29,151.48,57.0,6
british,mediterranean,155.19,27.480000000000004,86.89,8
british,mediterranean,230.09,69.01,80.62,8
british,mediterranean,238.41,392.19,34.03,8
british,mediterranean,20.550000000000004,19.599999999999994,27.959999999999994,8
british,mediterranean,30.0,119.71,66.82,8
british,mediterranean,110.34,127.93,68.38,8
british,mediterranean,56.57000000000001,239.05,89.2,8
british,mediterranean,24.33,84.56,35.10000000000001,8
british,mediterranean,92.45,53.770000000000024,27.72,8
british,american,99.92,40.150000000000006,108.74,0
british,mediterranean,7.150000000000006,32.31,10.820000000000007,8
british,mediterranean,10.340000000000003,36.17,28.730000000000004,8
british,mediterranean,24.629999999999995,55.06,64.83,8
british,mediterranean,107.59,183.51,20.939999999999998,8
british,american,71.68,93.69,116.02,0
british,mediterranean,97.62,128.44,84.26,8
british,mediterranean,9.299999999999997,18.75,28.35000000000001,8
british,mediterranean,249.18,47.03,49.35000000000001,8
british,mediterranean,39.45,79.5,29.97,8
british,mediterranean,22.450000000000003,167.61,16.090000000000003,8
british,mediterranean,155.19,27.480000000000004,86.89,8
british,mediterranean,230.09,69.01,80.62,8
british,mediterranean,238.41,392.19,34.03,8
british,mediterranean,20.550000000000004,19.599999999999994,27.959999999999994,8
british,mediterranean,30.0,119.71,66.82,8
british,mediterranean,110.34,127.93,68.38,8
british,mediterranean,56.57000000000001,239.05,89.2,8
british,mediterranean,24.33,84.56,35.10000000000001,8
british,mediterranean,92.45,53.770000000000024,27.72,8
british,american,99.92,40.150000000000006,108.74,0
british,mediterranean,7.150000000000006,32.31,10.820000000000007,8
british,mediterranean,10.340000000000003,36.17,28.730000000000004,8
british,mediterranean,24.629999999999995,55.06,64.83,8
british,mediterranean,107.59,183.51,20.939999999999998,8
british,american,71.68,93.69,116.02,0
british,mediterranean,97.62,128.44,84.26,8
british,mediterranean,9.299999999999997,18.75,28.35000000000001,8
british,mediterranean,249.18,47.03,49.35000000000001,8
british,mediterranean,39.45,79.5,29.97,8
british,mediterranean,22.450000000000003,167.61,16.090000000000003,8
american,american,1.9000000000000057,236.76,1.019999999999996,0
american,french,137.31,120.32,35.92,3
american,american,29.409999999999997,75.78,47.8,0
american,world,0.060000000000002274,18.810000000000002,0.1700000000000017,2
american,american,0.5100000000000051,139.67,0.0,0
american,world,0.01999999999999602,1.0600000000000023,0.0,2
american,world,0.12000000000000455,10.919999999999987,0.09999999999999432,2
american,american,34.28,227.68,134.18,0
american,mediterranean,0.06999999999999318,7.069999999999993,0.0799999999999983,1
american,american,8.539999999999992,128.66,39.42999999999999,0
american,world,0.09000000000000341,5.199999999999989,0.01999999999999602,2
american,world,1.0,4.810000000000002,0.3499999999999943,2
american,world,0.8100000000000023,4.849999999999994,0.2600000000000051,2
american,world,0.10999999999999943,1.759999999999991,0.01999999999999602,2
american,world,0.01999999999999602,1.5300000000000011,0.010000000000005116,2
american,world,0.0799999999999983,11.689999999999998,0.04000000000000625,2
american,world,0.0,4.8700000000000045,0.0,2
american,american,274.74,32.47999999999999,228.5,0
american,world,0.060000000000002274,6.050000000000011,0.01999999999999602,2
american,world,4.340000000000003,19.349999999999994,0.9899999999999949,2
american,world,0.5600000000000023,2.8400000000000034,0.25,2
american,american,2.8499999999999943,15.5,1.1299999999999955,0
american,italian,2.280000000000001,11.319999999999993,7.299999999999997,3
american,british,22.61,103.60999999999999,15.739999999999995,0
american,world,0.4099999999999966,4.710000000000008,0.09000000000000341,2
american,french,10.379999999999995,31.92,0.6299999999999955,3
american,american,150.85,124.57,144.13,0
american,world,0.030000000000001137,5.490000000000009,0.0,2
american,world,0.18000000000000682,9.900000000000006,0.04999999999999716,2
american,american,0.25,9.069999999999993,0.15000000000000568,0
american,american,228.97,115.98,222.1,0
american,world,0.04999999999999716,5.449999999999989,0.04999999999999716,2
american,indian,284.38,496.15,245.95999999999998,3
american,mediterranean,280.03,290.25,277.65,7
american,american,18.36,47.609999999999985,162.93,0
american,world,0.23000000000000398,3.5900000000000034,0.06999999999999318,2
american,american,10.900000000000006,35.69,34.85000000000001,0
american,world,2.1200000000000045,19.870000000000005,0.14000000000000057,2
american,italian,51.86,169.4,30.879999999999995,3
american,world,0.030000000000001137,5.490000000000009,0.0,2
american,american,66.25,36.81999999999999,440.83,0
american,world,0.10999999999999943,6.3799999999999955,0.04000000000000625,2
american,american,34.50999999999999,152.25,85.14,0
american,world,1.0799999999999983,5.439999999999998,0.35999999999999943,2
american,nordic,492.51,78.8,153.25,7
american,italian,65.15,303.67,36.05,3
american,british,0.0,10.419999999999987,0.0,0
american,american,7.280000000000001,593.23,2.230000000000004,0
american,chinese,219.19,653.27,99.29,3
american,american,62.04,264.05,147.9,0
american,world,0.060000000000002274,1.25,0.010000000000005116,2
american,american,5.540000000000006,17.370000000000005,9.620000000000005,0
american,italian,50.91,31.10000000000001,84.27,3
american,french,1.5100000000000051,19.099999999999994,3.200000000000003,3
american,world,0.269999999999996,10.650000000000006,0.09999999999999432,2
american,american,131.61,14.659999999999997,21.659999999999997,0
american,american,3.030000000000001,0.9199999999999875,0.14000000000000057,0
american,world,0.45999999999999375,4.560000000000002,0.15000000000000568,2
american,italian,72.88,388.59000000000003,124.26,3
american,american,20.40999999999999,105.95,44.92,0
american,south east asian,60.77,177.7,92.44,2
american,italian,57.42,217.37,45.53,3
american,british,5.469999999999999,27.029999999999987,4.280000000000001,0
american,south american,36.91,132.92,48.019999999999996,2
american,eastern europe,28.260000000000005,83.18,27.33,3
american,world,0.37999999999999545,15.009999999999991,0.030000000000001137,2
american,world,0.0,0.06999999999999318,0.0,2
american,italian,315.57,424.32,326.86,3
american,american,9.269999999999996,18.460000000000008,7.189999999999998,0
american,american,7.180000000000007,16.97,7.3700000000000045,0
american,italian,64.63,207.5,139.97,3
american,mediterranean,8.760000000000005,18.400000000000006,15.379999999999995,1
american,italian,24.560000000000002,37.879999999999995,24.28,3
american,mediterranean,91.45,177.59,193.53,1
american,mediterranean,0.6400000000000006,3.7700000000000102,27.409999999999997,1
american,nordic,151.1,80.12,151.21,2
american,world,1.0600000000000023,5.5800000000000125,0.39000000000000057,2
american,mediterranean,10.379999999999995,22.629999999999995,38.08,1
american,italian,23.909999999999997,41.83999999999999,11.129999999999995,3
american,mexican,9.219999999999999,183.91,2.680000000000007,1
american,italian,72.76,130.13,59.23,3
american,mexican,29.4,14.449999999999989,21.510000000000005,1
american,british,18.200000000000003,137.06,25.92,0
american,american,71.44,82.8,276.64,0
american,world,1.3499999999999943,9.039999999999992,0.4099999999999966,2
american,american,12.180000000000007,38.19,38.32000000000001,0
american,indian,19.64,41.59999999999998,16.60000000000001,3
american,american,399.78,44.14,355.83,0
american,mexican,250.16,65.49,52.86,1
american,french,116.46,43.58,121.62,3
american,american,12.39,212.88,46.59,0
american,french,49.36,17.159999999999997,7.269999999999996,3
american,american,94.3,87.07,111.87,0
american,italian,223.44,468.96,277.66,3
american,american,5.819999999999993,4.759999999999991,9.290000000000006,0
american,italian,5.140000000000001,63.09,2.9000000000000057,3
american,world,0.20999999999999375,3.3499999999999943,0.030000000000001137,2
american,world,0.14000000000000057,31.749999999999986,0.030000000000001137,2
american,mediterranean,78.45,59.06999999999999,300.49,1
american,american,75.19,59.97999999999999,45.959999999999994,0
american,world,0.0,10.419999999999987,0.0,2
american,world,0.29000000000000625,6.099999999999994,0.01999999999999602,2
american,italian,80.04,3.9399999999999977,60.14,3
american,south american,33.27000000000001,40.05000000000001,16.090000000000003,2
american,world,0.01999999999999602,0.8300000000000125,0.0,2
american,mediterranean,17.939999999999998,161.41,14.760000000000005,1
american,french,106.11,150.75,398.24,3
american,french,7.769999999999996,32.46000000000001,34.39,3
american,italian,186.15999999999997,105.55,210.63,3
american,french,0.010000000000005116,4.6200000000000045,0.04000000000000625,3
american,world,0.12000000000000455,15.560000000000002,0.0799999999999983,2
american,french,49.36,17.159999999999997,7.269999999999996,3
american,south american,6.469999999999999,36.7,1.6400000000000006,2
american,american,0.060000000000002274,2.3100000000000023,0.0,0
american,italian,0.10999999999999943,6.6200000000000045,0.0,3
american,world,0.20000000000000284,13.039999999999992,0.09999999999999432,2
american,american,3.1400000000000006,28.60000000000001,0.8599999999999994,0
american,american,43.03,182.75,93.72,0
american,middle eastern,52.14,217.83,197.97,1
american,american,22.18,299.11,44.09,0
american,mediterranean,2.1200000000000045,124.18,0.9300000000000068,1
american,mediterranean,38.98,30.539999999999992,9.75,1
american,world,0.06999999999999318,32.56999999999999,0.04999999999999716,2
american,world,0.20000000000000284,7.039999999999992,0.18000000000000682,2
american,world,0.0799999999999983,14.180000000000007,0.0799999999999983,2
american,french,32.59000000000001,9.490000000000009,78.87,3
american,american,183.23,9.680000000000007,134.77,0
american,mediterranean,17.5,101.58,58.73,1
american,american,161.54,279.67,181.99,0
american,italian,20.07,4.4199999999999875,21.83,3
american,mediterranean,5.010000000000005,32.66,54.85999999999999,1
american,world,0.030000000000001137,9.129999999999995,0.09000000000000341,2
american,world,0.010000000000005116,4.560000000000002,0.04000000000000625,2
american,american,20.57,346.14,210.47,0
american,american,39.9,62.849999999999994,293.97,0
american,indian,10.180000000000007,36.91,96.75,3
american,american,48.59,58.25,21.739999999999995,0
american,british,0.0,0.0800000000000125,0.0,0
american,italian,143.09,221.09,106.68,3
american,world,0.6700000000000017,6.560000000000002,0.1700000000000017,2
american,world,0.20999999999999375,4.1299999999999955,0.09999999999999432,2
american,american,3.5999999999999943,71.5,11.959999999999994,0
american,american,2.219999999999999,98.65,0.5600000000000023,0
american,world,0.01999999999999602,2.8600000000000136,0.01999999999999602,2
american,world,0.23000000000000398,4.02000000000001,0.09000000000000341,2
american,mediterranean,23.989999999999995,1.6399999999999864,10.840000000000003,1
american,mediterranean,21.18999999999999,43.59,195.01,1
american,world,0.04000000000000625,7.030000000000001,0.06999999999999318,2
american,south american,71.36,136.73,141.19,2
american,british,2.0,87.01,0.519999999999996,0
american,south east asian,8.960000000000008,8.409999999999997,5.519999999999996,2
american,italian,135.94,210.92,139.86,3
american,british,115.92,218.04,156.39,0
american,american,5.5,85.3,46.35000000000001,0
american,american,68.24,66.5,119.84,0
american,american,172.36,144.92,123.38,0
american,mexican,9.879999999999995,40.980000000000004,30.64999999999999,1
american,french,30.400000000000006,8.97999999999999,29.769999999999996,3
american,world,0.06999999999999318,5.400000000000006,0.060000000000002274,2
american,american,191.07,319.25,74.17,0
american,french,56.1,29.92,104.26,3
american,american,159.49,342.31,128.03,0
american,south east asian,13.210000000000008,132.56,47.510000000000005,2
american,american,59.21,356.0,11.799999999999997,0
american,world,0.12999999999999545,27.640000000000015,0.18999999999999773,2
american,american,5.469999999999999,19.420000000000016,8.719999999999999,0
american,american,0.5400000000000063,203.77,0.12000000000000455,0
american,french,28.47,28.5,62.93,3
american,american,59.68,201.56,78.2,0
american,chinese,19.67,91.77,4.790000000000006,3
american,world,0.8799999999999955,16.44999999999999,0.6700000000000017,2
american,mediterranean,185.9,314.07,385.82,7
american,french,76.73,317.64,152.49,3
american,american,20.42,186.74,10.570000000000007,0
american,mediterranean,11.789999999999992,43.05,17.019999999999996,1
american,world,0.030000000000001137,2.6999999999999886,0.01999999999999602,2
american,american,31.049999999999997,13.439999999999998,234.32,0
american,eastern europe,135.82,99.45,50.83,3
american,world,1.6299999999999955,31.42,0.3499999999999943,2
american,eastern europe,14.469999999999999,165.86,60.1,3
american,world,0.28000000000000114,3.8799999999999955,0.09999999999999432,2
american,world,0.01999999999999602,2.6599999999999966,0.010000000000005116,2
american,world,0.12000000000000455,11.349999999999994,0.04000000000000625,2
american,world,0.1599999999999966,2.1899999999999977,0.06999999999999318,2
american,mediterranean,3.9099999999999966,45.97000000000001,1.0900000000000034,1
american,french,46.42,107.64,33.22,3
american,world,0.04000000000000625,10.280000000000001,0.04999999999999716,2
american,world,1.3799999999999955,34.849999999999994,0.3199999999999932,2
american,mediterranean,0.12000000000000455,21.879999999999995,0.06999999999999318,1
american,world,0.010000000000005116,4.560000000000002,0.04000000000000625,2
american,world,0.15000000000000568,1.0999999999999943,1.8599999999999994,2
american,italian,287.78,73.74,85.09,3
american,world,0.01999999999999602,12.590000000000003,0.09000000000000341,2
american,american,48.67,44.68000000000001,40.35000000000001,0
american,world,1.2600000000000051,17.789999999999992,0.21999999999999886,2
american,american,10.61,53.770000000000024,9.120000000000005,0
american,world,0.12000000000000455,11.25,0.15000000000000568,2
american,american,3.030000000000001,21.44999999999999,182.6,0
american,world,2.1099999999999994,54.22999999999999,0.030000000000001137,2
american,world,0.15000000000000568,12.120000000000005,0.09999999999999432,2
american,american,65.01,134.91,38.25,0
american,mediterranean,0.5499999999999972,14.259999999999991,0.18999999999999773,1
american,world,0.04999999999999716,11.449999999999989,0.01999999999999602,2
american,world,1.0999999999999943,9.72999999999999,0.2600000000000051,2
american,italian,66.49,63.92,28.47,3
american,world,0.6099999999999994,11.659999999999997,0.1700000000000017,2
american,world,0.060000000000002274,2.3700000000000045,0.0,2
american,french,13.049999999999997,70.28,17.239999999999995,3
american,american,70.69,164.03,70.38,0
american,american,0.0,4.460000000000008,0.0,0
american,american,0.04999999999999716,20.00999999999999,0.12999999999999545,0
american,world,0.030000000000001137,0.21999999999999886,0.3400000000000034,2
american,american,26.689999999999998,18.639999999999986,34.75,0
american,world,0.04999999999999716,9.900000000000006,0.09000000000000341,2
american,world,0.5300000000000011,23.579999999999984,0.23999999999999488,2
american,french,2.6899999999999977,25.53,1.2999999999999972,3
american,american,135.24,160.67,75.9,0
american,world,0.5,20.539999999999992,0.10999999999999943,2
american,american,56.23,184.04,62.54,0
american,eastern europe,24.78,169.9,6.239999999999995,3
american,world,0.01999999999999602,0.7700000000000102,0.0,2
american,american,10.090000000000003,61.27000000000001,30.929999999999993,0
american,italian,14.760000000000005,47.420000000000016,96.49,3
american,world,0.25,13.740000000000009,0.09000000000000341,2
american,mediterranean,8.870000000000005,43.96000000000002,33.17,1
american,world,0.09999999999999432,19.629999999999995,0.0799999999999983,2
american,chinese,15.159999999999997,168.81,1.5900000000000034,3
american,mediterranean,286.76,22.379999999999995,106.3,1
american,american,29.659999999999997,296.55,22.83,0
american,world,0.5900000000000034,6.780000000000001,0.1700000000000017,2
american,world,0.29999999999999716,21.409999999999997,0.0799999999999983,2
american,world,0.3299999999999983,9.719999999999999,0.030000000000001137,2
american,world,0.21999999999999886,3.509999999999991,0.01999999999999602,2
american,british,15.939999999999998,135.69,28.340000000000003,0
american,mexican,77.95,361.1,76.6,1
american,american,0.0,0.060000000000002274,0.0,0
american,mediterranean,125.27,131.24,75.08,1
american,mediterranean,97.31,11.02000000000001,370.83000000000004,1
american,world,0.030000000000001137,1.1599999999999966,0.0,2
american,french,11.780000000000001,169.06,24.22,3
american,american,0.060000000000002274,21.870000000000005,0.20000000000000284,0
american,world,0.10999999999999943,6.139999999999986,0.060000000000002274,2
american,american,13.870000000000005,50.790000000000006,0.5100000000000051,0
american,american,139.74,34.629999999999995,186.92,0
american,american,5.430000000000007,14.460000000000008,45.56,0
american,french,10.430000000000007,22.900000000000006,2.7900000000000063,3
american,french,91.1,361.99,51.75,3
american,british,22.629999999999995,43.87000000000002,9.36,0
american,world,1.2099999999999937,10.949999999999989,0.060000000000002274,2
american,italian,0.0799999999999983,19.03,0.1700000000000017,3
american,american,148.38,57.140000000000015,79.0,0
american,american,153.25,280.77,1860.2,4
american,world,1.5,16.840000000000003,0.030000000000001137,2
american,nordic,23.22,1.0800000000000125,19.760000000000005,2
american,american,10.340000000000003,166.68,26.0,0
american,world,0.12000000000000455,40.110000000000014,0.3299999999999983,2
american,world,0.20999999999999375,3.3300000000000125,0.060000000000002274,2
american,world,0.10999999999999943,15.439999999999998,0.12999999999999545,2
american,world,0.9599999999999937,16.00999999999999,1.3199999999999932,2
american,world,0.3400000000000034,29.58999999999999,0.15000000000000568,2
american,world,0.010000000000005116,0.4300000000000068,0.0,2
american,middle eastern,0.9899999999999949,61.56,6.230000000000004,1
american,world,0.37999999999999545,22.03,0.10999999999999943,2
american,french,0.8900000000000006,1.8700000000000045,44.980000000000004,3
american,south east asian,165.77,492.02,480.58,2
american,american,41.32,246.54,282.63,0
american,american,0.010000000000005116,0.38999999999998636,0.0,0
american,world,1.0699999999999932,12.349999999999994,0.2600000000000051,2
american,american,0.030000000000001137,3.8499999999999943,0.01999999999999602,0
american,mediterranean,22.79999999999999,48.47000000000001,19.700000000000003,1
american,american,277.77,185.65,48.769999999999996,0
american,french,52.16,163.36,53.35,3
american,mediterranean,8.370000000000005,34.75999999999999,18.010000000000005,1
american,american,55.03,439.96,52.510000000000005,0
american,world,1.3100000000000023,23.069999999999993,0.20999999999999375,2
american,british,0.12999999999999545,7.389999999999986,0.0,0
american,american,70.99,61.58,22.269999999999996,0
american,american,6.019999999999996,16.170000000000016,14.129999999999995,0
american,american,89.86,5.97999999999999,34.81,0
american,american,0.3299999999999983,218.13,0.1599999999999966,0
american,american,1.7199999999999989,23.930000000000007,4.189999999999998,0
american,mediterranean,98.02,3.3300000000000125,72.21,1
american,american,34.91,205.9,96.26,0
american,french,68.16,232.38,46.14,3
american,central europe,14.680000000000007,223.12,61.31,0
american,french,9.060000000000002,115.8,33.32000000000001,3
american,american,58.63,302.3,104.44,0
american,italian,35.31,145.17,60.43,3
